Signal_A,Hold,Analysis,Partner,A_type,A_resolved,B_type,B_resolved,L2 Type,N,A_alone_AR,Group_AR,Hit_alone,Hit_group,IE,p_value,sig
FS-07,3,LL FS-07->ST-04,ST-04,risk,risk,risk,risk,Moderate Leader,48,-0.004174808895864571,0.015040340246698043,41.869565217391305,52.083333333333336,0.019282569545340078,0.1875612465363048,
FS-07,5,Co-occ ST-02A,ST-02A,risk,risk,risk,risk,Strong Positive,178,-0.005178822367690778,-0.00917779035576943,40.78138718173837,37.640449438202246,-0.003998967988078652,0.6121675381572271,
FS-07,5,Co-occ ST-09,ST-09,risk,risk,risk,risk,Strong Positive,56,-0.005338290704446655,-0.01105547046883174,40.708333333333336,33.92857142857143,-0.005717179764385085,0.7650802048149552,
FS-07,5,Co-occ ST-02B,ST-02B,risk,risk,risk,risk,Strong Positive,128,-0.005255908662109968,-0.009337880246363651,40.72164948453608,37.5,-0.004081971584253684,0.6803518791967367,
FS-07,5,Co-occ ST-01B,ST-01B,risk,risk,opportunity,opportunity,Strong Positive,50,-0.005442598726756276,-0.00672223000701902,40.60681629260183,38.0,-0.0012796312802627443,0.912547432601958,
FS-07,5,Co-occ ST-04,ST-04,risk,risk,risk,risk,Moderate Positive,40,-0.005267029183244351,-0.017646538255205003,40.728476821192054,30.0,-0.012379509071960653,0.3115103056521713,
FS-07,5,Co-occ ST-01A,ST-01A,risk,risk,opportunity,opportunity,Moderate Positive,53,-0.00582290156387915,0.010592989076887662,40.36620890553475,49.056603773584904,0.01641589064076681,0.1858706776030099,
FS-07,5,Co-occ ST-12,ST-12,risk,risk,adaptive,risk,Moderate Positive,29,-0.00566410318122997,0.010888771859261584,40.54388133498146,41.37931034482759,0.016552875040491553,0.4791777480353936,
FS-07,5,Co-occ FS-04,FS-04,risk,risk,opportunity,opportunity,Weak Positive,22,-0.005495405470763256,-0.002508505504035662,40.509449465899756,45.45454545454545,0.0029868999667275937,0.9390420935083892,
FS-07,5,LL ST-09->FS-07,ST-09,risk,risk,risk,risk,Strong Leader,153,-0.006997760612404542,-0.015845018298804345,40.191605839416056,39.21568627450981,-0.01581064857947135,0.10562315541369371,
FS-07,5,LL FS-07->ST-09,ST-09,risk,risk,risk,risk,Strong Leader,66,-0.006997760612404542,0.08714000081794554,40.191605839416056,68.18181818181817,0.0967665509223953,1.8681489688532338e-09,***
FS-07,5,LL ST-04->FS-07,ST-04,risk,risk,risk,risk,Moderate Leader,76,-0.006216910766871405,-0.0008516783864874886,40.69565217391305,36.84210526315789,0.0006242846478238654,0.9622997500290755,
FS-07,5,LL FS-07->ST-04,ST-04,risk,risk,risk,risk,Moderate Leader,48,-0.006216910766871405,0.038554932527901674,40.69565217391305,50.0,0.04462412437042778,0.011284727960327201,**
FS-07,10,Co-occ ST-02A,ST-02A,risk,risk,risk,risk,Strong Positive,178,-0.00963220263065858,-0.0192782291162453,39.55223880597015,38.764044943820224,-0.009646026485586719,0.42391006830119204,
FS-07,10,Co-occ ST-09,ST-09,risk,risk,risk,risk,Strong Positive,56,-0.009185990397439406,-0.05941616824066677,39.75,28.57142857142857,-0.050230177843227364,0.03598957449784779,**
FS-07,10,Co-occ ST-02B,ST-02B,risk,risk,risk,risk,Strong Positive,128,-0.010993017246628189,0.0017036076157696802,39.34707903780069,42.1875,0.012696624862397868,0.4869522521221463,
FS-07,10,Co-occ ST-01B,ST-01B,risk,risk,opportunity,opportunity,Strong Positive,50,-0.010204604117108234,-0.016428097391389965,39.40149625935162,44.0,-0.006223493274281731,0.7130405816813239,
FS-07,10,Co-occ ST-04,ST-04,risk,risk,risk,risk,Moderate Positive,40,-0.010018298410933667,-0.02923683536290428,39.652317880794705,30.0,-0.01921853695197061,0.4702424636952167,
FS-07,10,Co-occ ST-01A,ST-01A,risk,risk,opportunity,opportunity,Moderate Positive,53,-0.010858222719334064,0.013558996589204562,39.28422804827299,49.056603773584904,0.024417219308538626,0.2591275738047605,
FS-07,10,Co-occ ST-12,ST-12,risk,risk,adaptive,risk,Moderate Positive,29,-0.010340797541781554,-0.009536784187174924,39.51380304903173,37.93103448275862,0.0008040133546066298,0.9740979017058529,
FS-07,10,Co-occ FS-04,FS-04,risk,risk,opportunity,opportunity,Weak Positive,22,-0.010739964936248497,0.03488146724986037,39.31799506984388,59.09090909090909,0.04562143218610887,0.1631170539779052,
FS-07,10,LL ST-09->FS-07,ST-09,risk,risk,risk,risk,Strong Leader,153,-0.013742659689935882,-0.009615678600181176,38.5948905109489,41.17647058823529,-0.008998807677242251,0.5684679538819228,
FS-07,10,LL FS-07->ST-09,ST-09,risk,risk,risk,risk,Strong Leader,66,-0.013742659689935882,0.16503139682671916,38.5948905109489,83.33333333333334,0.18009615888357297,2.525512567963517e-07,***
FS-07,10,LL ST-04->FS-07,ST-04,risk,risk,risk,risk,Moderate Leader,76,-0.011267373702660566,-0.0007719703911650675,39.34782608695652,36.84210526315789,0.004369624599277793,0.8508329161800989,
FS-07,10,LL FS-07->ST-04,ST-04,risk,risk,risk,risk,Moderate Leader,48,-0.011267373702660566,0.048122777273212076,39.34782608695652,62.5,0.05871681932029786,0.06891047895429403,*
FS-07,15,Co-occ ST-02A,ST-02A,risk,risk,risk,risk,Strong Positive,178,-0.01327205191048093,-0.011974589849152584,39.42054433713784,40.44943820224719,0.0012974620613283461,0.9478566886982389,
FS-07,15,Co-occ ST-09,ST-09,risk,risk,risk,risk,Strong Positive,56,-0.012816587043667003,-0.028667898936141405,39.666666666666664,32.142857142857146,-0.0158513118924744,0.6552131997038786,
FS-07,15,Co-occ ST-02B,ST-02B,risk,risk,risk,risk,Strong Positive,128,-0.014375365080053961,0.00859873954016324,39.43298969072165,40.625,0.0229741046202172,0.3864474460176306,
FS-07,15,Co-occ ST-01B,ST-01B,risk,risk,opportunity,opportunity,Strong Positive,50,-0.013040624337700491,-0.019789381774346724,39.40149625935162,44.0,-0.006748757436646232,0.7762904211050436,
FS-07,15,Co-occ ST-04,ST-04,risk,risk,risk,risk,Moderate Positive,40,-0.013290177898339342,-0.006403536070921825,39.610927152317885,32.5,0.006886641827417517,0.8711931480077215,
FS-07,15,Co-occ ST-01A,ST-01A,risk,risk,opportunity,opportunity,Moderate Positive,53,-0.013700781575574862,0.010523903412861711,39.4923012900541,39.62264150943396,0.024224684988436572,0.40972943074044155,
FS-07,15,Co-occ ST-12,ST-12,risk,risk,adaptive,risk,Moderate Positive,29,-0.013342425494589522,0.0005812217291050489,39.431396786155744,44.827586206896555,0.01392364722369457,0.609608167552601,
FS-07,15,Co-occ FS-04,FS-04,risk,risk,opportunity,opportunity,Weak Positive,22,-0.013353263973434873,0.006210603005261616,39.31799506984388,59.09090909090909,0.01956386697869649,0.5974270473308718,
FS-07,15,LL ST-09->FS-07,ST-09,risk,risk,risk,risk,Strong Leader,153,-0.018016755702592216,-0.01411307113754157,38.82299270072993,39.869281045751634,-0.010976175366844582,0.6224627140869536,
FS-07,15,LL FS-07->ST-09,ST-09,risk,risk,risk,risk,Strong Leader,66,-0.018016755702592216,0.1827634926071946,38.82299270072993,71.21212121212122,0.2022721964343095,6.063925066523979e-07,***
FS-07,15,LL ST-04->FS-07,ST-04,risk,risk,risk,risk,Moderate Leader,76,-0.014079117971136975,-0.02126053310249631,39.608695652173914,32.89473684210527,-0.012764062959886507,0.673272687801985,
FS-07,15,LL FS-07->ST-04,ST-04,risk,risk,risk,risk,Moderate Leader,48,-0.014079117971136975,0.03539557266317899,39.608695652173914,52.083333333333336,0.051433432118605515,0.20896637427540488,
FS-07,20,Co-occ ST-02A,ST-02A,risk,risk,risk,risk,Strong Positive,178,-0.016588104999179402,-0.01336444777607933,39.11325724319579,37.640449438202246,0.003223657223100071,0.8854534740847035,
FS-07,20,Co-occ ST-09,ST-09,risk,risk,risk,risk,Strong Positive,56,-0.01599614593279848,-0.031711154527793606,39.08333333333333,35.714285714285715,-0.015715008594995125,0.7144971527014099,
FS-07,20,Co-occ ST-02B,ST-02B,risk,risk,risk,risk,Strong Positive,128,-0.017744608258632426,0.008928696357996023,39.04639175257732,38.28125,0.02667330461662845,0.2894812814636545,
FS-07,20,Co-occ ST-01B,ST-01B,risk,risk,opportunity,opportunity,Strong Positive,50,-0.016590881543136926,-0.0049782779897069454,38.86118038237739,46.0,0.011612603553429982,0.7534341947574796,
FS-07,20,Co-occ ST-04,ST-04,risk,risk,risk,risk,Moderate Positive,40,-0.01618475960813042,-0.02660489197574271,39.11423841059602,32.5,-0.01042013236761229,0.8384688414994383,
FS-07,20,Co-occ ST-01A,ST-01A,risk,risk,opportunity,opportunity,Moderate Positive,53,-0.01698174314977615,0.012085922578099657,38.99292550977944,39.62264150943396,0.029067665727875808,0.4134152397447286,
FS-07,20,Co-occ ST-12,ST-12,risk,risk,adaptive,risk,Moderate Positive,29,-0.01692371979730858,0.031285967441211,38.89575607746188,48.275862068965516,0.04820968723851958,0.1476803701603835,
FS-07,20,Co-occ FS-04,FS-04,risk,risk,opportunity,opportunity,Weak Positive,22,-0.016142365174501284,-0.03982082079712147,39.0304026294166,36.36363636363637,-0.02367845562262019,0.5597149040954599,
FS-07,20,LL ST-09->FS-07,ST-09,risk,risk,risk,risk,Strong Leader,153,-0.0213361583253214,-0.016394807231994164,38.27554744525548,39.21568627450981,-0.010367357012459548,0.7025328318608932,
FS-07,20,LL FS-07->ST-09,ST-09,risk,risk,risk,risk,Strong Leader,66,-0.0213361583253214,0.18682754865328888,38.27554744525548,69.6969696969697,0.20965621430535009,1.4748679821874333e-06,***
FS-07,20,LL ST-04->FS-07,ST-04,risk,risk,risk,risk,Moderate Leader,76,-0.01765894331068381,-0.021257236611631394,39.0,34.21052631578947,-0.012171565999079606,0.7643303488770128,
FS-07,20,LL FS-07->ST-04,ST-04,risk,risk,risk,risk,Moderate Leader,48,-0.01765894331068381,0.05925515341028829,39.0,52.083333333333336,0.07864817345672817,0.130542510147172,
ST-01A,1,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Strong Positive,2159,-0.0004665871267431217,0.0038150665004912892,45.18111556010801,47.93886058360352,0.004281653627234411,1.7688401890536554e-05,***
ST-01A,1,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,383,0.00036437187409783084,-0.003483197346913949,45.79304834198961,40.73107049608355,-0.0038475692210117795,0.028555628911477005,**
ST-01A,1,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,637,-0.00018035048574953835,0.00853583473507284,45.48568632248593,48.665620094191524,0.008716185220822379,7.728965358300144e-05,***
ST-01A,1,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,327,0.000257022385565519,-1.5226264458191692e-05,45.68451197199905,44.03669724770643,-0.0002722486500237107,0.9143845337062193,
ST-01A,1,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,620,0.0002726561548415645,-0.00019616588496519237,45.78107183580388,42.90322580645161,-0.0004688220398067569,0.7926620357786194,
ST-01A,1,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,177,0.0002512911098498978,0.00016596165008904155,45.593899850640675,49.152542372881356,-8.532945976085624e-05,0.9807360941879473,
ST-01A,1,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Moderate Positive,91,0.00030266542828784456,-0.007144909006770495,45.724994143827594,34.065934065934066,-0.00744757443505834,0.08080709109937922,*
ST-01A,3,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Strong Positive,2159,-0.0006265104976138082,0.0058368698035922255,45.65602011360462,48.49467345993516,0.0064633803012060335,0.004236203663179117,***
ST-01A,3,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,383,0.0006966298985376923,-0.007427199760099975,46.28046344386736,41.253263707571804,-0.008123829658637668,0.03141050066212059,**
ST-01A,3,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,637,-0.0002991916824160749,0.014979740800917464,45.77930022021042,52.90423861852433,0.015278932483333538,0.0002806555518080067,***
ST-01A,3,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,327,0.00033636914015871725,0.005031220829191726,46.12998170392172,46.17737003058104,0.0046948516890330085,0.4647338836531194,
ST-01A,3,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,620,0.0004764043445517471,3.9376015604160546e-05,46.098713145463435,46.774193548387096,-0.00043702832894758657,0.9020253963750591,
ST-01A,3,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,177,0.0005430224494926746,-0.005842276315906117,46.17561512459712,42.93785310734463,-0.006385298765398791,0.4676695349007982,
ST-01A,3,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Moderate Positive,91,0.0005133545560534725,-0.007701386014240545,46.193487936284846,37.362637362637365,-0.008214740570294017,0.33195025506649833,
ST-01A,5,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Strong Positive,2159,-0.0006024398096639953,0.005841752079185426,45.52565415774281,47.15145900880037,0.006444191888849421,0.03183116985961165,**
ST-01A,5,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,383,0.0009033811041754727,-0.013480608082966987,46.00079904115062,39.1644908616188,-0.01438398918714246,0.003091318516598607,***
ST-01A,5,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,637,-0.00036284872360968983,0.016627362359745834,45.56724573852051,50.23547880690737,0.016990211083355522,0.003021933758992068,***
ST-01A,5,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,327,0.0003655230412052112,0.004733184929629905,45.77201495505528,46.788990825688074,0.004367661888424693,0.6662255872151355,
ST-01A,5,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,620,0.0005464797294530071,-0.0009144137020069994,45.772927186838245,46.29032258064516,-0.0014608934314600066,0.7462539860063142,
ST-01A,5,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,177,0.0005581904333524981,-0.005412423049138073,45.829730367109505,43.50282485875706,-0.005970613482490571,0.7086947649004331,
ST-01A,5,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Moderate Positive,91,0.0004747970689873373,0.0006814896753720975,45.81869290231905,42.857142857142854,0.00020669260638476024,0.9878077014080837,
ST-01A,10,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Strong Positive,2159,-0.0009006395987040307,0.00246251469600557,44.873824378433746,46.17878647522001,0.0033631542947096006,0.44284572887600837,
ST-01A,10,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,383,0.0004019871903720016,-0.024507230050423434,45.40151817818618,34.9869451697128,-0.024909217240795437,0.001203722628701831,***
ST-01A,10,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,637,-0.0012087991532943733,0.016429649916382655,44.906614468640406,48.665620094191524,0.01763844906967703,0.03216421647374501,**
ST-01A,10,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,327,-3.5205224186239274e-05,-0.011965854888566826,45.11971999045422,44.03669724770643,-0.011930649664380587,0.21793755668148562,
ST-01A,10,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,620,-0.0002648736865629765,-0.0017794843519134578,45.03176413096595,46.29032258064516,-0.0015146106653504813,0.8409719663075035,
ST-01A,10,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,177,-0.0001583015735549773,-0.01322963335939945,45.20084898985929,37.28813559322034,-0.013071331785844473,0.6108885428750681,
ST-01A,10,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Moderate Positive,91,-0.0003829243619702585,0.0060298118895223555,45.08471929413602,46.15384615384615,0.006412736251492614,0.7602181286893781,
ST-01A,15,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Strong Positive,2159,-0.0019636523823543355,-0.00502545987223263,44.38960797094701,42.28809634089856,-0.0030618074898782948,0.5814326734653468,
ST-01A,15,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,383,-0.0017355726657969786,-0.026676080641786597,44.28286056731922,36.0313315926893,-0.02494050797598962,0.00794493734456525,***
ST-01A,15,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,637,-0.0036342537385757015,0.019814684914322166,43.90343365141506,46.62480376766091,0.023448938652897867,0.03365799470589148,**
ST-01A,15,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,327,-0.0019447502273834837,-0.0229057360544822,44.14127754355262,40.0611620795107,-0.020960985827098717,0.04461518484974025,**
ST-01A,15,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,620,-0.0022283856392504805,-0.007383083741187182,44.013683010262255,44.516129032258064,-0.005154698101936701,0.5669331502775683,
ST-01A,15,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,177,-0.0020165209986025123,-0.035511113983225435,44.17105573461206,34.463276836158194,-0.03349459298462292,0.1019693514666089,
ST-01A,15,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Moderate Positive,91,-0.0024086486461807844,-0.01197876468808947,44.08526587022722,37.362637362637365,-0.009570116041908685,0.7441638022680968,
ST-01A,20,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Strong Positive,2159,-0.002675934452480291,-0.004821553459601407,44.23130645311482,41.685965724872624,-0.0021456190071211163,0.745324806623644,
ST-01A,20,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,383,-0.0023238286978382603,-0.026276443475246637,43.9792249300839,38.1201044386423,-0.023952614777408378,0.015806574062170897,**
ST-01A,20,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,637,-0.004152341502121255,0.01846980400791744,43.691379169725145,45.99686028257457,0.022622145510038695,0.0630071047755536,*
ST-01A,20,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,327,-0.0024663613803751977,-0.024898975815806336,43.99013602736457,36.69724770642202,-0.02243261443543114,0.04986897044592831,**
ST-01A,20,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,620,-0.0028559786821728086,-0.006582077007657333,43.80192213715589,43.87096774193549,-0.003726098325484524,0.7421119235039226,
ST-01A,20,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,177,-0.0023701091487167295,-0.050827319342597536,43.97453030422137,31.63841807909605,-0.04845721019388081,0.006895276901805136,***
ST-01A,20,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Moderate Positive,91,-0.0029592214483946055,-0.013712581482149194,43.8510189739986,37.362637362637365,-0.010753360033754588,0.7718622390153875,
ST-01B,1,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,933,6.232570331200953e-05,0.0037100283904100352,46.98782196357366,54.448017148981776,0.0036477026870980257,0.0005355190801463738,***
ST-01B,1,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,770,-0.00032286640842950663,0.009205560152826107,46.81211607710231,58.18181818181818,0.009528426561255614,1.832618501396155e-10,***
ST-01B,1,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,1701,-0.00019520078023845303,0.0033516346442646525,47.25649159910704,49.735449735449734,0.0035468354245031053,0.00011634829065654273,***
ST-01B,1,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,470,0.0005344424213982922,-0.0024824710212286456,47.82385547115582,44.46808510638298,-0.0030169134426269377,0.006403613514397,***
ST-01B,1,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,285,0.00043012904011321897,-0.0008074185681376327,47.637755615996774,48.771929824561404,-0.0012375476082508517,0.42619237310270286,
ST-01B,1,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Positive,463,0.00041845981220733615,-8.59352482173193e-05,47.58436762744897,49.46004319654428,-0.0005043950604246554,0.6943029045982225,
ST-01B,1,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Strong Positive,105,0.0004116749423884213,-0.0011525900327150004,47.749084792717916,40.0,-0.0015642649751034217,0.6590944422595002,
ST-01B,1,Co-occ FS-01,FS-01,opportunity,opportunity,opportunity,opportunity,Moderate Positive,51,0.00036651714622768796,0.0061881562051992805,47.68231473280189,45.09803921568628,0.005821639058971592,0.3791115960712115,
ST-01B,3,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,933,0.0005046092929282513,0.006334097773455307,47.526673132880696,54.76956055734191,0.0058294884805270555,0.011372882630207304,**
ST-01B,3,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,770,-0.00011636255762635516,0.015182698858211802,47.320482948527854,58.83116883116883,0.015299061415838157,6.4345044594738e-06,***
ST-01B,3,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,1701,-8.940806513463108e-05,0.006674270954777123,47.432734108800375,51.96942974720753,0.006763679019911754,0.0017784274488643614,***
ST-01B,3,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,470,0.0012222562561652064,-0.0027983778635029665,48.21391911311846,47.65957446808511,-0.004020634119668173,0.11121216598203087,
ST-01B,3,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,285,0.0010597184016491973,0.00025318694225775806,48.272388435579735,45.26315789473684,-0.0008065314593914393,0.8624999062433947,
ST-01B,3,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Positive,463,0.0010301834411120569,0.001185150074111449,48.128013129551746,49.46004319654428,0.00015496663299939214,0.9588903600352001,
ST-01B,3,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Strong Positive,105,0.00110499837473232,-0.005487959254328749,48.18442663500544,48.57142857142857,-0.006592957629061069,0.46322681307261737,
ST-01B,3,Co-occ FS-01,FS-01,opportunity,opportunity,opportunity,opportunity,Moderate Positive,51,0.0009696364415070376,0.014500136658079102,48.15470918216711,54.90196078431373,0.013530500216572065,0.5790043156274174,
ST-01B,5,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,933,0.0013557433983963528,0.008444319734246634,47.53745015626684,53.483386923901385,0.007088576335850282,0.04687062931443209,**
ST-01B,5,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,770,0.0008102324375025735,0.016634128092042302,47.331073925015886,57.27272727272727,0.01582389565453973,0.00019160521022287824,***
ST-01B,5,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,1701,0.0004973979279843989,0.009538588795236128,47.26824109975326,52.145796590241034,0.009041190867251728,0.006874183846633741,***
ST-01B,5,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,470,0.002103142454534945,-6.451167299481681e-05,47.97782796140423,50.212765957446805,-0.0021676541275297617,0.576664674898526,
ST-01B,5,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,285,0.0020113490665542686,0.0017257232353952601,48.12128538329807,46.666666666666664,-0.00028562583115900844,0.9661790733477831,
ST-01B,5,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Positive,463,0.0017668287533932126,0.006984189608944803,47.9126064211714,51.61987041036718,0.00521736085555159,0.292057135771143,
ST-01B,5,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Strong Positive,105,0.0020029636855420805,0.002043231771410068,48.03601464331651,52.38095238095239,4.026808586798762e-05,0.9974402887960234,
ST-01B,5,Co-occ FS-01,FS-01,opportunity,opportunity,opportunity,opportunity,Moderate Positive,51,0.0018698398433228253,0.02860883642683609,48.066135222911136,50.98039215686274,0.026738996583513263,0.4459431986748532,
ST-01B,10,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,933,0.004213519245493566,0.016121222145758205,48.24873369975213,53.26902465166131,0.01190770290026464,0.05829307644247783,*
ST-01B,10,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,770,0.004458866915937297,0.015633407689152282,48.33721669137894,53.246753246753244,0.011174540773214985,0.05970654840875511,*
ST-01B,10,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,1701,0.002563854427360596,0.018999047801094165,47.99671013981906,52.2633744855967,0.01643519337373357,0.006407178764836985,***
ST-01B,10,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,470,0.005172533458593845,0.00797345614320419,48.42948059946623,54.46808510638298,0.002800922684610345,0.6034738951551717,
ST-01B,10,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,285,0.005298422820327067,0.005406673696633013,48.69547698196837,49.122807017543856,0.00010825087630594605,0.9914107582179692,
ST-01B,10,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Positive,463,0.004953663949209245,0.0126243531319358,48.58959893322392,51.18790496760259,0.007670689182726556,0.3626449284798925,
ST-01B,10,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Strong Positive,105,0.00546406492950718,-0.010351989539065286,48.73849807064411,45.714285714285715,-0.015816054468572465,0.5112637855788336,
ST-01B,10,Co-occ FS-01,FS-01,opportunity,opportunity,opportunity,opportunity,Moderate Positive,51,0.005118538860886968,0.04174258775401408,48.65662828461765,58.82352941176471,0.036624048893127106,0.34150089172028575,
ST-01B,15,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,933,0.007097858997437602,0.018149690985148192,48.61515249488092,52.41157556270096,0.011051831987710588,0.1994439154748484,
ST-01B,15,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,770,0.007382731314435353,0.016996034098010628,48.61258208006778,53.246753246753244,0.009613302783575275,0.19197207534078564,
ST-01B,15,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,1701,0.00415861127052705,0.027866404939982974,47.90271413464928,54.26219870664315,0.023707793669455926,0.0032668421185555463,***
ST-01B,15,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,470,0.008067432705197353,0.008939927473051354,48.870868404845005,50.851063829787236,0.0008724947678540006,0.9206690807054054,
ST-01B,15,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,285,0.008017289890626039,0.011252837130252954,48.99768308653168,47.719298245614034,0.0032355472396269156,0.8128372330071825,
ST-01B,15,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Positive,463,0.007275486266387394,0.025628465907896466,48.69217355626218,54.64362850971922,0.018352979641509073,0.08488124100632333,*
ST-01B,15,Co-occ FS-07,FS-07,opportunity,opportunity,risk,risk,Strong Positive,105,0.008330975309536543,-0.013394972639229298,48.98585139012566,46.666666666666664,-0.02172594794876584,0.5939953173395516,
ST-01B,15,Co-occ FS-01,FS-01,opportunity,opportunity,opportunity,opportunity,Moderate Positive,51,0.007741956785784511,0.08095436129432117,48.90266706032871,60.78431372549019,0.07321240450853665,0.14075767307582265,
ST-01B,20,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,933,0.010576084069159185,0.017377258279397248,48.49660523763337,49.30332261521972,0.006801174210238063,0.5180835056001802,
ST-01B,20,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,770,0.01034825404050983,0.021610716106379074,48.347807667866974,51.298701298701296,0.011262462065869245,0.1968077936085859,
