Signal_A,Hold,Analysis,Partner,A_type,A_resolved,B_type,B_resolved,L2 Type,N,A_alone_AR,Group_AR,Hit_alone,Hit_group,IE,p_value,sig
FS-01,1,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,9,0.0012710160020202926,0.014277315577406932,46.55172413793103,66.66666666666666,0.01300629957538664,0.28611680274821216,
FS-01,1,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,20,0.0010788982315367952,0.010361035243591216,46.29080118694362,60.0,0.009282137012054421,0.5184866615671113,
FS-01,1,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,11,0.002132555392453434,-0.015186796080833087,47.687861271676304,27.27272727272727,-0.01731935147328652,0.0013255964990119828,***
FS-01,1,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,6,0.0010968505962929774,0.030969141600148187,46.72364672364672,66.66666666666666,0.02987229100385521,0.31964943653406697,
FS-01,1,Co-occ ST-01B,ST-01B,opportunity,opportunity,opportunity,opportunity,Moderate Positive,17,0.0011761905514167748,0.010053213024589454,47.35294117647059,41.17647058823529,0.00887702247317268,0.49475976202536476,
FS-01,1,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,8,0.0016178600869406732,0.0007720298196786546,46.99140401146132,50.0,-0.0008458302672620186,0.8908275285210869,
FS-01,1,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Moderate Positive,11,0.00076049098389497,0.027970866224733146,46.53179190751445,63.63636363636363,0.027210375240838174,0.3324037356279481,
FS-01,1,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Moderate Positive,12,0.0009552124788198314,0.02010509197557353,46.3768115942029,66.66666666666666,0.0191498794967537,0.12064972698527732,
FS-01,1,Co-occ FS-04,FS-04,opportunity,opportunity,opportunity,opportunity,Weak Positive,5,0.000731774214639038,0.06264497706935657,46.590909090909086,80.0,0.061913202854717526,0.15994518053990436,
FS-01,1,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,0.0030755813255125245,-0.014583399329951126,48.64864864864865,50.0,-0.017658980655463685,0.12235645656297622,
FS-01,1,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,11,0.0030755813255125245,-0.023376146995170943,48.64864864864865,18.181818181818183,-0.026451728320683467,0.00017678224289152666,***
FS-01,1,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,12,0.001659297121335133,-0.0019968923794793088,47.987616099071204,50.0,-0.003882055690967961,0.5927490514248279,
FS-01,1,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,15,0.001659297121335133,0.004666275148058859,47.987616099071204,26.666666666666668,0.003316271508328825,0.8524856263782026,
FS-01,1,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,0.0016929100851477837,0.009179987210688016,47.277936962750715,100.0,0.007487077125540233,0.018724806409615935,**
FS-01,1,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,5,0.0016929100851477837,-0.005651374856715775,47.277936962750715,20.0,-0.00734428494186356,0.002135567973655439,***
FS-01,1,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,4,0.0012400118279072621,-0.01658458559302389,45.67164179104478,75.0,-0.01782459742093119,0.4774466125556467,
FS-01,1,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,9,0.0012400118279072621,0.010360883191802733,45.67164179104478,66.66666666666666,0.009120871363895468,0.6954093328474049,
FS-01,1,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,4,0.0009264380485374612,0.010957244186111166,46.22093023255814,75.0,0.010030806137573707,0.05899645278244381,*
FS-01,1,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,3,0.0009264380485374612,0.007490297952501211,46.22093023255814,66.66666666666666,0.006563859903963756,0.20999011552090607,
FS-01,1,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,6,0.0013499197942380534,0.006487356405613392,46.76470588235294,33.33333333333333,0.005137436611375342,0.628125992454267,
FS-01,1,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,7,0.0013499197942380534,0.004471568985887605,46.76470588235294,57.14285714285714,0.0031216491916495536,0.7746720988813585,
FS-01,3,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,9,-0.00024871037134389755,-0.037495470074519324,47.12643678160919,22.22222222222222,-0.037246759703175425,0.20034308608399365,
FS-01,3,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,20,-0.001840186649627985,0.009806623051314045,46.58753709198813,45.0,0.011646809700942031,0.4065353935833329,
FS-01,3,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,11,-0.0008435673208552652,-0.012012376989311695,46.82080924855491,36.36363636363637,-0.011168809668456429,0.18097885982788586,
FS-01,3,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,6,-0.0023008111561783,0.06392904598670547,46.15384615384615,66.66666666666666,0.06622985714288378,0.2499481942567503,
FS-01,3,Co-occ ST-01B,ST-01B,opportunity,opportunity,opportunity,opportunity,Moderate Positive,17,-0.0032739653114822174,0.040537515647388445,45.588235294117645,64.70588235294117,0.04381148095887066,0.1276333983066369,
FS-01,3,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,8,-0.0016568308289256661,0.01927793992458835,46.41833810888252,50.0,0.020934770753514017,0.18335488061741834,
FS-01,3,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Moderate Positive,11,-0.0018598695332176622,0.01995494714499644,46.24277456647399,54.54545454545454,0.0218148166782141,0.6195471662681962,
FS-01,3,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Moderate Positive,12,-0.0009521492682689969,-0.007959911862128868,47.2463768115942,25.0,-0.007007762593859872,0.6891512741677883,
FS-01,3,Co-occ FS-04,FS-04,opportunity,opportunity,opportunity,opportunity,Weak Positive,5,-0.0022639553276134618,0.07458036708431763,46.30681818181818,60.0,0.07684432241193109,0.35747859261094406,
FS-01,3,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,0.000352884518941551,-0.04780069163590944,47.44744744744745,0.0,-0.04815357615485102,0.12349647600694835,
FS-01,3,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,11,0.000352884518941551,-0.028525768595603594,47.44744744744745,36.36363636363637,-0.028878653114545124,0.08067272040958318,*
FS-01,3,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,12,-0.003129988156841963,0.016148466871708383,46.13003095975232,58.333333333333336,0.017775404469379568,0.26151840722956066,
FS-01,3,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,15,-0.003129988156841963,0.01412089117017368,46.13003095975232,40.0,0.0158866928762395,0.6440223051026055,
FS-01,3,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,-0.0010726490609718057,0.01737701426163416,46.13180515759313,100.0,0.01844966332260596,0.004201328155269524,***
FS-01,3,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,5,-0.0010726490609718057,-0.015321102362604927,46.13180515759313,60.0,-0.014248453301633128,2.2788537832330036e-05,***
FS-01,3,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,4,-0.0008658570446026819,-0.04014192054142058,46.26865671641791,50.0,-0.03927606349681789,0.3274053538321642,
FS-01,3,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,9,-0.0008658570446026819,0.04045317587554493,46.26865671641791,77.77777777777779,0.04131903292014762,0.24092851993680742,
FS-01,3,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,4,-0.0028955720029453054,0.03615234589135726,45.348837209302324,75.0,0.03904791789430254,0.11428087117604435,
FS-01,3,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,3,-0.0028955720029453054,0.014627556543057566,45.348837209302324,100.0,0.017523128546002877,1.9724032964019145e-05,***
FS-01,3,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,6,-0.001233547873634762,-0.01346777483494343,45.588235294117645,50.0,-0.012234226961308664,0.18625901216260798,
FS-01,3,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,7,-0.001233547873634762,0.002402270678721556,45.588235294117645,57.14285714285714,0.0036358185523563138,0.7951359357036525,
FS-01,5,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,9,-0.00017657064119290338,-0.04134466423413498,42.81609195402299,33.33333333333333,-0.04116809359294207,0.10394576229545915,
FS-01,5,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,20,-0.0018401790749456427,0.009329589350716878,42.13649851632047,50.0,0.011169768425662521,0.6009195717543019,
FS-01,5,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,11,-0.003000362195076259,0.05496152347764006,41.32947976878613,81.81818181818183,0.05796188567271632,6.247217496646584e-07,***
FS-01,5,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,6,-0.00249023475679349,0.07342063973202835,41.88034188034188,83.33333333333334,0.07591087448882183,0.2960566523366741,
FS-01,5,Co-occ ST-01B,ST-01B,opportunity,opportunity,opportunity,opportunity,Moderate Positive,17,-0.0030614475086043432,0.035726093628419525,41.47058823529412,64.70588235294117,0.038787541137023866,0.25022793334635796,
FS-01,5,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,8,-0.0014414696304177266,0.00869054247168025,42.12034383954155,62.5,0.010132012102097975,0.756894777563538,
FS-01,5,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Moderate Positive,11,-0.0015720913571614762,0.010035913485047808,42.19653179190752,54.54545454545454,0.011608004842209285,0.7515255000979748,
FS-01,5,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Moderate Positive,12,-0.0008434681065614962,-0.011879338706552356,42.608695652173914,41.66666666666667,-0.01103587059999086,0.5525060371333277,
FS-01,5,Co-occ FS-04,FS-04,opportunity,opportunity,opportunity,opportunity,Weak Positive,5,-0.003359617432970628,0.14980735503266335,42.04545454545455,80.0,0.153166972465634,0.059817292203601546,*
FS-01,5,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,-0.0016821692317303101,-0.01480228587178075,41.44144144144144,50.0,-0.013120116640050444,0.514319550390653,
FS-01,5,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,11,-0.0016821692317303101,-0.040759853962420975,41.44144144144144,36.36363636363637,-0.039077684730690655,0.026759903384614647,**
FS-01,5,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,12,-0.0027692070224393872,0.010145925759726093,42.414860681114554,58.333333333333336,0.011195909461712833,0.5602488184712451,
FS-01,5,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,15,-0.0027692070224393872,0.017334129363859477,42.414860681114554,20.0,0.01924114811098037,0.6980397685703017,
FS-01,5,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,-0.0008250112239788646,0.01511885944484447,42.693409742120345,50.0,0.015943870668823346,0.46351816627878795,
FS-01,5,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,5,-0.0008250112239788646,-0.027174408834187598,42.693409742120345,40.0,-0.026349397610208734,8.716467547742468e-09,***
FS-01,5,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,4,-0.0010911422019948122,-0.03531131322975544,41.7910447761194,75.0,-0.034220171027760614,0.45537566432372634,
FS-01,5,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,9,-0.0010911422019948122,0.04948125638357264,41.7910447761194,66.66666666666666,0.05057239858556748,0.2817757174215001,
FS-01,5,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,4,-0.0034896931123197133,0.050102365440993876,40.98837209302326,75.0,0.05359205855331359,0.13954332977881445,
FS-01,5,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,3,-0.0034896931123197133,0.04199085641316367,40.98837209302326,100.0,0.045480549525483374,0.021510506800256568,**
FS-01,5,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,6,-0.00025791595805567293,-0.01627021675337806,42.94117647058823,50.0,-0.016012300795322378,0.4596157883505225,
FS-01,5,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,7,-0.00025791595805567293,-0.041554030063078194,42.94117647058823,0.0,-0.04129611410502252,8.656022989494971e-07,***
FS-01,10,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,9,0.0004013851558903772,-0.04391140582475852,45.11494252873563,33.33333333333333,-0.04431279098064889,0.2545191681776604,
FS-01,10,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,20,-0.0021195694263201935,0.022938713924846466,43.916913946587535,60.0,0.02505828335116666,0.496303404719435,
FS-01,10,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,11,-0.0022743644978597773,0.04830995437150072,43.93063583815029,72.72727272727273,0.050584318869360496,0.004772588368501474,***
FS-01,10,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,6,-0.0018489159180976001,0.0655748115132138,44.44444444444444,66.66666666666666,0.0674237274313114,0.31785037565699414,
FS-01,10,Co-occ ST-01B,ST-01B,opportunity,opportunity,opportunity,opportunity,Moderate Positive,17,-0.0037188744448403348,0.05934686429839641,43.8235294117647,64.70588235294117,0.06306573874323675,0.15616261685547306,
FS-01,10,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,8,-0.0011501797134718635,0.01823651272858821,44.69914040114613,50.0,0.019386692442060073,0.7103974601264316,
FS-01,10,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Moderate Positive,11,-0.0008523725208198235,0.0035818430936985298,45.08670520231214,36.36363636363637,0.004434215614518353,0.9230341018825303,
FS-01,10,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Moderate Positive,12,-0.0011578817789045604,0.011995716295758197,44.63768115942029,50.0,0.013153598074662758,0.6804763697110157,
FS-01,10,Co-occ FS-04,FS-04,opportunity,opportunity,opportunity,opportunity,Weak Positive,5,-0.0023140013410355704,0.11180157077430912,44.60227272727273,60.0,0.11411557211534469,0.07598834384095587,*
FS-01,10,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,-0.0002438726600447456,-0.04754317263734436,45.04504504504504,50.0,-0.04729929997729969,0.282142206513468,
FS-01,10,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,11,-0.0002438726600447456,-0.05551219774453577,45.04504504504504,9.090909090909092,-0.05526832508449103,0.005426967438311392,***
FS-01,10,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,12,-0.0025471744383349774,0.041501590289142076,45.20123839009288,41.66666666666667,0.043625748530415405,0.5056678524184561,
FS-01,10,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,15,-0.0025471744383349774,0.012733900957313589,45.20123839009288,40.0,0.013036010141700931,0.7530105862633341,
FS-01,10,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,-5.139707759464925e-06,0.027233047557311468,44.985673352435526,100.0,0.02723818726507092,0.1446615831318383,
FS-01,10,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,5,-5.139707759464925e-06,-0.046321915170912005,44.985673352435526,20.0,-0.04631677546315255,1.4771872614005588e-10,***
FS-01,10,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,4,-0.0024169328321025155,0.010458182179409501,43.88059701492537,75.0,0.012875115011512001,0.771910061676073,
FS-01,10,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,9,-0.0024169328321025155,0.10083575603183959,43.88059701492537,77.77777777777779,0.10325268886394214,0.18548607505235704,
FS-01,10,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,4,-0.004387109613478709,0.16069021053728427,43.604651162790695,75.0,0.16507732015076299,0.18856491965219702,
FS-01,10,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,3,-0.004387109613478709,0.07247845921176031,43.604651162790695,100.0,0.0768655688252391,6.079286323235067e-07,***
FS-01,10,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,6,-0.0005439184519892507,-0.007637477466890606,44.70588235294118,33.33333333333333,-0.007093559014901351,0.8682690379217766,
FS-01,10,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,7,-0.0005439184519892507,-0.012352922883919659,44.70588235294118,42.857142857142854,-0.011809004431930406,0.6189226106509604,
FS-01,15,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,9,-0.007969590032331032,-0.047048804535398364,42.241379310344826,33.33333333333333,-0.03907921450306733,0.0731440207039249,*
FS-01,15,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,20,-0.01282741704598397,0.056299148621340646,41.246290801186944,55.00000000000001,0.06912656566732461,0.22635731131964376,
FS-01,15,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,11,-0.009985362086191097,0.02346170088657582,41.040462427745666,72.72727272727273,0.03344706297276692,0.01757881742877543,**
FS-01,15,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,6,-0.010529887862457581,0.08318901127547103,41.31054131054131,83.33333333333334,0.09371889913792861,0.24549710093283217,
FS-01,15,Co-occ ST-01B,ST-01B,opportunity,opportunity,opportunity,opportunity,Moderate Positive,17,-0.014798229830498175,0.10791421001762319,40.88235294117647,64.70588235294117,0.12271243984812137,0.043388949481865335,**
FS-01,15,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,8,-0.009485182821110256,0.014184029062211884,41.54727793696275,62.5,0.02366921188332214,0.614684533341114,
FS-01,15,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Moderate Positive,11,-0.00948378768815886,0.0076849061848346814,41.90751445086705,45.45454545454545,0.01716869387299354,0.6642828619327483,
FS-01,15,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Moderate Positive,12,-0.009310488398033593,0.0012718271043170328,42.028985507246375,41.66666666666667,0.010582315502350625,0.7306394368120825,
FS-01,15,Co-occ FS-04,FS-04,opportunity,opportunity,opportunity,opportunity,Weak Positive,5,-0.011024676398448658,0.13676590403682853,41.47727272727273,80.0,0.14779058043527718,0.07433951318345033,*
FS-01,15,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,-0.00714468060967931,-0.09037395346638027,42.34234234234234,50.0,-0.08322927285670091,0.20296252371326728,
FS-01,15,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,11,-0.00714468060967931,-0.08136443016964987,42.34234234234234,0.0,-0.07421974955997056,0.0009317017030934238,***
FS-01,15,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,12,-0.009779353865214066,-0.014816001870680747,41.17647058823529,41.66666666666667,-0.006533022244427394,0.8475735208220372,
FS-01,15,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,15,-0.009779353865214066,0.013487989278110292,41.17647058823529,53.333333333333336,0.02422527678617322,0.6467040896201186,
FS-01,15,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,-0.009124527083264021,0.06516814535221402,41.833810888252145,100.0,0.07429267243547799,7.480518204872055e-09,***
FS-01,15,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,5,-0.009124527083264021,-0.003922457184909722,41.833810888252145,40.0,0.00520206989835429,0.5954341214011145,
FS-01,15,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,4,-0.010292961554391508,0.030895903528091052,41.492537313432834,75.0,0.04118886508248258,0.35284399268577626,
FS-01,15,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,9,-0.010292961554391508,0.06123790837306567,41.492537313432834,55.55555555555556,0.07153086992745719,0.4579408203769879,
FS-01,15,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,4,-0.01168230884878177,0.013166686912263345,40.69767441860465,50.0,0.02484899576104516,0.24779549145534174,
FS-01,15,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,3,-0.01168230884878177,0.09001895220308813,40.69767441860465,100.0,0.10170126105186987,5.706721098119871e-06,***
FS-01,15,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,6,-0.008434779786443303,-0.01533803730664506,42.64705882352941,50.0,-0.006903257520201762,0.7915616934559346,
FS-01,15,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,7,-0.008434779786443303,-0.01165327841247314,42.64705882352941,28.57142857142857,-0.003218498626029847,0.8578197103513066,
FS-01,20,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,9,-0.007272059228934715,-0.05108249781225063,39.6551724137931,33.33333333333333,-0.04381043858331592,0.13601902370661434,
FS-01,20,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Positive,20,-0.015103091410585006,0.10496613566938051,39.16913946587537,45.0,0.12006922707996552,0.14018119156449038,
FS-01,20,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,11,-0.008604838840347592,-0.0011949866562972755,39.30635838150289,45.45454545454545,0.007409852184050316,0.8031132303362012,
FS-01,20,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,6,-0.009092731266659963,0.03352159710301822,39.6011396011396,33.33333333333333,0.042614328369678184,0.4677637303177997,
FS-01,20,Co-occ ST-01B,ST-01B,opportunity,opportunity,opportunity,opportunity,Moderate Positive,17,-0.013050637733166488,0.08510574925276879,38.82352941176471,52.94117647058824,0.09815638698593528,0.07174059267317046,*
FS-01,20,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,8,-0.008935954483451986,0.01602862784315072,38.68194842406877,75.0,0.024964582326602706,0.6422416087198171,
FS-01,20,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Moderate Positive,11,-0.007274539755089647,-0.04303893970168346,39.59537572254335,36.36363636363637,-0.03576439994659381,0.3680685334349927,
FS-01,20,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Moderate Positive,12,-0.005223854958815523,-0.09901576093234848,40.0,25.0,-0.09379190597353296,0.009402768071535617,***
FS-01,20,Co-occ FS-04,FS-04,opportunity,opportunity,opportunity,opportunity,Weak Positive,5,-0.009717036073253593,0.08599552116114542,39.48863636363637,40.0,0.09571255723439902,0.24010595750609598,
FS-01,20,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,-0.005061237938231288,-0.10495893754418012,39.93993993993994,50.0,-0.09989769960594885,0.20162422848684902,
FS-01,20,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,11,-0.005061237938231288,-0.09836037547644422,39.93993993993994,18.181818181818183,-0.09329913753821295,0.0003306770274027482,***
FS-01,20,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,12,-0.009923091148340724,-0.01885784133157352,37.15170278637771,50.0,-0.010751499384020586,0.7829775452343124,
FS-01,20,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,15,-0.009923091148340724,0.001624729335874021,37.15170278637771,60.0,0.011397641355303627,0.8468294063160453,
FS-01,20,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,2,-0.008421622217779541,-0.004645321513231796,39.25501432664756,50.0,0.0037763007045477225,0.7846092126213593,
FS-01,20,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,5,-0.008421622217779541,0.02258413072145455,39.25501432664756,60.0,0.03100575293923409,0.01781251110879123,**
FS-01,20,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,4,-0.010522466510108481,0.2390125248433692,39.1044776119403,75.0,0.24953499135347781,0.1407505226003627,
FS-01,20,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,9,-0.010522466510108481,0.004255507760398131,39.1044776119403,44.44444444444444,0.014777974270506616,0.892039825910083,
FS-01,20,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,4,-0.010910336335251816,0.05821327076690529,38.95348837209303,50.0,0.06912360710215713,0.1310797635909735,
FS-01,20,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,3,-0.010910336335251816,0.10958464722045247,38.95348837209303,100.0,0.12049498355570434,7.577272143066693e-12,***
FS-01,20,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,6,-0.008414609193256015,0.03529316984065421,39.11764705882353,83.33333333333334,0.043707779033910266,0.32236743016203206,
FS-01,20,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,7,-0.008414609193256015,-0.030590226746800196,39.11764705882353,28.57142857142857,-0.022175617553544174,0.475907580972176,
FS-02,1,LL FS-06->FS-02,FS-06,risk,risk,risk,risk,Strong Leader,3,-0.0057606576028708546,-0.0025076147617650413,38.028169014084504,33.33333333333333,0.003253042841105815,0.6637839113505679,
FS-02,1,LL FS-02->ST-10,ST-10,risk,risk,opportunity,opportunity,Strong Leader,2,-0.00539091944751244,-0.02530715263424862,37.5,0.0,-0.019916233186736198,0.00894618596213581,***
FS-02,1,LL ST-12->FS-02,ST-12,risk,risk,adaptive,risk,Moderate Leader,8,-0.004315217589206984,-0.02619036275697073,38.57142857142858,25.0,-0.02187514516776373,0.21953371813265243,
FS-02,3,LL FS-06->FS-02,FS-06,risk,risk,risk,risk,Strong Leader,3,-0.01206334694885299,-0.004621181434710015,35.2112676056338,33.33333333333333,0.007442165514142963,0.5249272047802251,
FS-02,3,LL FS-02->ST-10,ST-10,risk,risk,opportunity,opportunity,Strong Leader,2,-0.011934514603714865,-0.004987493358453065,36.11111111111111,0.0,0.006947021245261765,0.22565474253846585,
FS-02,3,LL ST-12->FS-02,ST-12,risk,risk,adaptive,risk,Moderate Leader,8,-0.008621774958653692,-0.0633844622747122,37.857142857142854,0.0,-0.054762687316058475,0.08085091100651631,*
FS-02,5,LL FS-06->FS-02,FS-06,risk,risk,risk,risk,Strong Leader,3,-0.016428559508557126,-0.0012169286399853045,39.436619718309856,66.66666666666666,0.015211630868571802,0.2994404901427101,
