Signal_A,Hold,Analysis,Partner,A_type,A_resolved,B_type,B_resolved,L2 Type,N,A_alone_AR,Group_AR,Hit_alone,Hit_group,IE,p_value,sig
FS-01,1,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,33,-1.3028899957134854e-05,-0.0037123747169971466,49.30784442979565,51.515151515151516,-0.0036993457470089197,0.44137922445359035,
FS-01,1,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,18,-0.00016399865853600204,0.006054048426449299,49.281984334203656,55.55555555555556,0.006218046881258488,0.47427656667108353,
FS-01,1,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,18,-0.00015758433437440544,0.0055081285536289215,49.281984334203656,55.55555555555556,0.0056657129898667336,0.4706079664305345,
FS-01,1,Co-occ ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Moderate Positive,12,-0.0001837110030464828,0.011689512990415096,49.28478543563069,58.333333333333336,0.011873223818838596,0.08975463848456888,*
FS-01,1,Co-occ ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Positive,15,9.530475654173642e-05,-0.01923772133886814,49.576547231270354,26.666666666666668,-0.019333025440573692,0.02092312199545776,**
FS-01,1,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Moderate Positive,22,-0.00014192353410180658,0.00339026958681643,49.28010471204188,54.54545454545454,0.003532193135470152,0.5382795847240205,
FS-01,1,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,25,0.00013227119052316993,-0.013759458437561989,49.57377049180327,36.0,-0.013891729526221752,0.22984076911682605,
FS-01,1,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Moderate Positive,20,-6.377942190738395e-05,-0.002234527375549078,49.2156862745098,60.0,-0.00217074784450233,0.6566294344170247,
FS-01,1,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Moderate Positive,11,-8.768978295847774e-05,-0.0006653361488133669,49.122807017543856,81.81818181818183,-0.0005776463658548892,0.9521978842817216,
FS-01,1,Co-occ ST-15,ST-15,opportunity,opportunity,risk,risk,Weak Positive,9,-0.00010491017019376159,0.0021548361983150244,49.38351719662557,44.44444444444444,0.002259746426716447,0.7983615986518191,
FS-01,1,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,16,0.0002786504046525806,0.0013826065696775913,49.52445652173913,56.25,0.0011039555389169998,0.8825097379319107,
FS-01,1,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,29,0.0002786504046525806,-0.01558828167617321,49.52445652173913,34.48275862068966,-0.015866931699339126,0.01606877809191576,**
FS-01,1,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,22,-0.00020796339958906174,-0.0007061727810651064,49.15139171758317,50.0,-0.0005987671392556149,0.8958697139108258,
FS-01,1,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,38,-0.00020796339958906174,0.0017988515319302678,49.15139171758317,52.63157894736842,0.0020135388247000587,0.6811028370159815,
FS-01,1,LL ST-14->FS-01,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,69,-2.3970862457645126e-05,-0.0037871776148676872,48.983882270497546,50.72463768115942,-0.003798936566716298,0.44192636883976677,
FS-01,1,LL FS-01->ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,46,-2.3970862457645126e-05,0.0005218686419539154,48.983882270497546,56.52173913043478,0.0008921728710917077,0.8792359686370175,
FS-01,1,LL ST-13->FS-01,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,26,0.00027151653193868697,-0.01287602074444294,49.38608458390178,50.0,-0.012843523123092563,0.255814801827976,
FS-01,1,LL FS-01->ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,37,0.00027151653193868697,-0.007743906229734421,49.38608458390178,43.24324324324324,-0.007658859441822003,0.08900199713439583,*
FS-01,1,LL ST-15->FS-01,ST-15,opportunity,opportunity,risk,risk,Strong Leader,16,-0.00018170512339565903,0.007512515410780907,49.6,62.5,0.0077141908689879815,0.053352389175409964,*
FS-01,1,LL FS-01->ST-15,ST-15,opportunity,opportunity,risk,risk,Strong Leader,26,-0.00018170512339565903,-0.0002474863431416452,49.6,30.76923076923077,-0.00036534454066852225,0.9266337756749361,
FS-01,1,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,33,-4.07587576773949e-05,0.004720389377325773,48.76712328767123,57.57575757575758,0.004761147843625986,0.18567491283307236,
FS-01,1,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,37,-4.07587576773949e-05,-0.0052391160279512405,48.76712328767123,59.45945945945946,-0.0051983562472591276,0.33447211803574217,
FS-01,1,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,27,2.1308760551619343e-05,-0.010879321955144405,49.630127774041696,25.925925925925924,-0.010900631219246735,0.007781531335269154,***
FS-01,1,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,18,2.1308760551619343e-05,0.0006005307077430189,49.630127774041696,55.55555555555556,0.00057922185109431,0.8950867480663105,
FS-01,1,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,44,-0.0002065665030386299,0.004468454513698816,48.700410396716826,59.09090909090909,0.004675020963707384,0.1247968922592817,
FS-01,1,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,33,-0.0002065665030386299,-0.0008959485567174852,48.700410396716826,54.54545454545454,-0.0006893820661399416,0.9086858754000455,
FS-01,1,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,17,0.000553932273760438,-0.026552438735961914,50.0,29.411764705882355,-0.027106371148958447,0.07253368908707669,*
FS-01,1,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,24,0.000553932273760438,-0.009578775614500046,50.0,37.5,-0.010132707549280723,0.04635286985877807,**
FS-01,3,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,33,0.0014787889085710049,-0.0076480344869196415,49.538258575197894,42.42424242424242,-0.009126823395490646,0.2358117377729958,
FS-01,3,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,18,0.0012791580520570278,0.001725958427414298,49.31417374265186,55.55555555555556,0.00044680037535727024,0.9837336727190915,
FS-01,3,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,18,0.0010322550078853965,0.02272643707692623,49.183540169823644,66.66666666666666,0.021694181486964226,0.10836473184867068,
FS-01,3,Co-occ ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Moderate Positive,12,0.0011175014078617096,0.02265487052500248,49.251789199739754,66.66666666666666,0.02153736911714077,0.11480518546018215,
FS-01,3,Co-occ ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Positive,15,0.0013863206841051579,-0.009143839590251446,49.41329856584094,46.666666666666664,-0.010530160740017891,0.4395991072340124,
FS-01,3,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Moderate Positive,22,0.0013433893909677863,-0.0028135136235505342,49.50884086444008,40.909090909090914,-0.004156902898102999,0.6304515311359493,
FS-01,3,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,25,0.0014677249127998948,-0.009894173592329025,49.27821522309711,56.00000000000001,-0.011361898854374886,0.2801903602882301,
FS-01,3,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Moderate Positive,20,0.0012012808583676815,0.007634985260665417,49.247874427730544,60.0,0.006433704402297735,0.28859426145925315,
FS-01,3,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Moderate Positive,11,0.0013568196445703506,-0.008848246186971664,49.28478543563069,63.63636363636363,-0.010205065831542015,0.3613771116129332,
FS-01,3,Co-occ ST-15,ST-15,opportunity,opportunity,risk,risk,Weak Positive,9,0.0012404295848682523,0.008799622766673565,49.48051948051948,33.33333333333333,0.0075591932982206345,0.6312709893950257,
FS-01,3,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,16,0.0020091512706130743,-0.009733004495501518,49.89802855200544,37.5,-0.011742156059621114,0.3662855187669434,
FS-01,3,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,29,0.0020091512706130743,-0.01923757791519165,49.89802855200544,37.93103448275862,-0.021246727657812856,0.03867238303598497,**
FS-01,3,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,22,0.0008831200539134443,0.0013179633533582091,48.98097826086957,54.54545454545454,0.00017701912904547528,0.984934481958009,
FS-01,3,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,38,0.0008831200539134443,0.0062912763096392155,48.98097826086957,52.63157894736842,0.005390705929175594,0.6450519440017493,
FS-01,3,LL ST-14->FS-01,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,69,0.0014728560345247388,-0.0030041842255741358,49.50911640953717,47.82608695652174,-0.004195802478171391,0.5898410332306154,
FS-01,3,LL FS-01->ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,46,0.0014728560345247388,-0.0030109991785138845,49.50911640953717,45.65217391304348,-0.004073936195595374,0.6288946121782599,
FS-01,3,LL ST-13->FS-01,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,26,0.001491677132435143,0.01681821048259735,49.62457337883959,61.53846153846154,0.015993533441987656,0.639604665148668,
FS-01,3,LL FS-01->ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,37,0.001491677132435143,-0.01539097260683775,49.62457337883959,37.83783783783784,-0.017313822017115052,0.09796425354730687,*
FS-01,3,LL ST-15->FS-01,ST-15,opportunity,opportunity,risk,risk,Strong Leader,16,0.0012705945409834385,0.011758885346353054,49.499666444296196,68.75,0.011048286607689053,0.1147726884651965,
FS-01,3,LL FS-01->ST-15,ST-15,opportunity,opportunity,risk,risk,Strong Leader,26,0.0012705945409834385,-0.0073942700400948524,49.499666444296196,34.61538461538461,-0.009098457108786812,0.3406425305728997,
FS-01,3,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,33,0.0013447469100356102,0.004365920089185238,48.732008224811516,72.72727272727273,0.003021172405130661,0.8108867153569705,
FS-01,3,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,37,0.0013447469100356102,-0.007278451230376959,48.732008224811516,48.64864864864865,-0.008623197305974146,0.36893325670554056,
FS-01,3,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,27,0.0012610525591298938,-0.0007854639552533627,49.32705248990579,44.44444444444444,-0.002046516504784451,0.8112970162651043,
FS-01,3,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,18,0.0012610525591298938,0.005870768800377846,49.32705248990579,55.55555555555556,0.004609716112873056,0.6354055823889575,
FS-01,3,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,44,0.0011161173461005092,0.01139797829091549,49.14442162902122,61.36363636363637,0.010281860748929157,0.22212054931007952,
FS-01,3,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,33,0.0011161173461005092,-0.0013748310739174485,49.14442162902122,39.39393939393939,-0.002490948781707451,0.7834875976538203,
FS-01,3,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,17,0.0016343799652531743,0.03539522737264633,49.83255190890824,41.17647058823529,0.03376084649899299,0.47619776655241175,
FS-01,3,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,24,0.0016343799652531743,-0.03813467547297478,49.83255190890824,29.166666666666668,-0.03976905690302493,0.049996238734210996,**
FS-01,5,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,33,0.0028670593164861202,-0.007337275426834822,49.6042216358839,48.484848484848484,-0.010204334743320942,0.349560938194446,
FS-01,5,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,18,0.002644357504323125,0.0031011460814625025,49.5754408883083,50.0,0.0004567885771393776,0.987075081165599,
FS-01,5,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,18,0.0026010810397565365,0.006782050244510174,49.510124101894185,55.55555555555556,0.004180969204753637,0.8579037958020099,
FS-01,5,Co-occ ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Moderate Positive,12,0.002497882815077901,0.02209051139652729,49.446974625894605,66.66666666666666,0.01959262788295746,0.1833280194118001,
FS-01,5,Co-occ ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Positive,15,0.0030044768936932087,-0.0336357019841671,49.80443285528031,26.666666666666668,-0.03664017841219902,0.03119422853346543,**
FS-01,5,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Moderate Positive,22,0.0027488390915095806,-0.004233886022120714,49.836280288146696,31.818181818181817,-0.006982725113630295,0.41182766995077413,
FS-01,5,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,25,0.0032205693423748016,-0.03215266391634941,49.737532808398946,40.0,-0.03537323325872421,0.018211400543450607,**
FS-01,5,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Moderate Positive,20,0.002833462553098798,-0.011401604861021042,49.70568999345978,40.0,-0.014235067181289196,0.10259021320447492,
FS-01,5,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Moderate Positive,11,0.002742321230471134,-0.01030532456934452,49.609882964889465,45.45454545454545,-0.013047645799815655,0.4391671476822263,
FS-01,5,Co-occ ST-15,ST-15,opportunity,opportunity,risk,risk,Weak Positive,9,0.0026157530955970287,0.008452415466308594,49.48051948051948,66.66666666666666,0.005836662370711565,0.7223658517278699,
FS-01,5,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,16,0.003664131509140134,-8.736434392631054e-05,50.37389530931339,37.5,-0.003751495227739707,0.7650421243772707,
FS-01,5,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,29,0.003664131509140134,-0.035933688282966614,50.37389530931339,17.24137931034483,-0.03959782126827725,0.004071517015231674,***
FS-01,5,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,22,0.002589563373476267,-0.006034286227077246,49.252717391304344,54.54545454545454,-0.008870391483675608,0.4362074007208818,
FS-01,5,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,38,0.002589563373476267,0.007578388787806034,49.252717391304344,55.26315789473685,0.005212655606468859,0.7057925038971922,
FS-01,5,LL ST-14->FS-01,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,69,0.0028266538865864277,-0.003294693771749735,49.50911640953717,44.927536231884055,-0.0060708905645536215,0.5232084442529414,
FS-01,5,LL FS-01->ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,46,0.0028266538865864277,0.0024422782007604837,49.50911640953717,58.69565217391305,0.00020592347812543763,0.9858836138876985,
FS-01,5,LL ST-13->FS-01,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,26,0.003904917510226369,-0.014024411328136921,49.89761092150171,57.692307692307686,-0.016577214799956257,0.4631887869328637,
FS-01,5,LL FS-01->ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,37,0.003904917510226369,-0.03021186776459217,49.89761092150171,43.24324324324324,-0.03360930331338463,0.02864834125887672,**
FS-01,5,LL ST-15->FS-01,ST-15,opportunity,opportunity,risk,risk,Strong Leader,16,0.0027373721823096275,0.0076418230310082436,49.499666444296196,62.5,0.005637814717071105,0.6572704390263078,
FS-01,5,LL FS-01->ST-15,ST-15,opportunity,opportunity,risk,risk,Strong Leader,26,0.0027373721823096275,-0.009147698991000652,49.499666444296196,38.46153846153847,-0.012126448759874075,0.4085431757615212,
FS-01,5,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,33,0.003319906070828438,-0.014989402145147324,49.34886908841673,57.57575757575758,-0.018309308910603863,0.2521863495121033,
FS-01,5,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,37,0.003319906070828438,-0.00045212722034193575,49.34886908841673,56.75675675675676,-0.0037720341021899475,0.8102260533077013,
FS-01,5,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,27,0.0029522168915718794,-0.017672445625066757,49.59623149394347,40.74074074074074,-0.02062466229022913,0.06679719397701267,*
FS-01,5,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,18,0.0029522168915718794,0.007704021409153938,49.59623149394347,61.111111111111114,0.004751804519784317,0.49279273081800623,
FS-01,5,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,44,0.0027050452772527933,0.007466084789484739,49.34976043805613,56.81818181818182,0.004761038557743663,0.6907301622600741,
FS-01,5,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,33,0.0027050452772527933,-0.0019057296449318528,49.34976043805613,51.515151515151516,-0.004610774345635061,0.650677150043574,
FS-01,5,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,17,0.004235577769577503,-0.007051209453493357,50.50234427327528,41.17647058823529,-0.011286787803835652,0.6124389204549718,
FS-01,5,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,24,0.004235577769577503,-0.06645748764276505,50.50234427327528,12.5,-0.07069306355523364,0.0004224366340230823,***
FS-01,10,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,33,0.008392076939344406,-0.014061487279832363,48.284960422163586,39.39393939393939,-0.022453565150499344,0.07129952638299075,*
FS-01,10,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,18,0.007891028188169003,0.009844066575169563,48.13847158719791,44.44444444444444,0.0019530383870005608,0.9707842073124375,
FS-01,10,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,18,0.008002331480383873,0.0003771994961425662,48.13847158719791,44.44444444444444,-0.007625131867825985,0.7703662436744922,
FS-01,10,Co-occ ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Moderate Positive,12,0.007811384275555611,0.02102177031338215,47.950553025374106,66.66666666666666,0.013210386037826538,0.4195140520151277,
FS-01,10,Co-occ ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Positive,15,0.008257225155830383,-0.02721494808793068,48.23989569752282,33.33333333333333,-0.03547217324376106,0.2420463402619082,
FS-01,10,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Moderate Positive,22,0.008111411705613136,-0.005807569250464439,48.264571054354946,36.36363636363637,-0.013918980956077576,0.39205308906432634,
FS-01,10,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,25,0.008409030735492706,-0.022280173376202583,48.22834645669291,40.0,-0.03068920411169529,0.25209328020365485,
FS-01,10,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Moderate Positive,20,0.008351607248187065,-0.02556244470179081,48.201438848920866,40.0,-0.033914051949977875,0.06960724232168691,*
FS-01,10,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Moderate Positive,11,0.007929898798465729,0.005652215797454119,48.11443433029909,45.45454545454545,-0.00227768300101161,0.9055237010250421,
FS-01,10,Co-occ ST-15,ST-15,opportunity,opportunity,risk,risk,Weak Positive,9,0.008003413677215576,-0.007433048449456692,48.116883116883116,44.44444444444444,-0.015436462126672268,0.6536989766341881,
FS-01,10,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,16,0.009962281212210655,-0.00705012958496809,48.87831407205982,50.0,-0.017012409699622075,0.27511490229906777,
FS-01,10,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,29,0.009962281212210655,-0.06273536384105682,48.87831407205982,17.24137931034483,-0.07269764297822348,1.4968173728480139e-05,***
FS-01,10,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,22,0.007462594658136368,-9.051235974766314e-05,47.622282608695656,54.54545454545454,-0.008735638018805357,0.5339596192704819,
FS-01,10,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,38,0.007462594658136368,0.03234422579407692,47.622282608695656,63.1578947368421,0.025068460131901688,0.11331751523326816,
FS-01,10,LL ST-14->FS-01,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,69,0.007747800089418888,0.010511443018913269,48.17671809256662,44.927536231884055,0.002841507047510811,0.8620463446643023,
FS-01,10,LL FS-01->ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,46,0.007747800089418888,0.007450526114553213,48.17671809256662,50.0,-0.0004952038425308442,0.978199057175237,
FS-01,10,LL ST-13->FS-01,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,26,0.00996871292591095,-0.008151577785611153,48.4641638225256,69.23076923076923,-0.015649841609119926,0.5679353506671836,
FS-01,10,LL FS-01->ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,37,0.00996871292591095,-0.052357256412506104,48.4641638225256,27.027027027027028,-0.061809848184830804,0.0006217128569809827,***
FS-01,10,LL ST-15->FS-01,ST-15,opportunity,opportunity,risk,risk,Strong Leader,16,0.00828656554222107,0.01532556489109993,48.23215476984657,62.5,0.008425348033514848,0.5906019594896512,
FS-01,10,LL FS-01->ST-15,ST-15,opportunity,opportunity,risk,risk,Strong Leader,26,0.00828656554222107,-0.013649169355630875,48.23215476984657,30.76923076923077,-0.022265001003997094,0.24736624163203125,
FS-01,10,LL ST-11->FS-01,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,33,0.009779668413102627,-0.014060155488550663,48.38930774503084,48.484848484848484,-0.0238398235784386,0.22638488870024442,
FS-01,10,LL FS-01->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Leader,37,0.009779668413102627,-0.027971412986516953,48.38930774503084,40.54054054054054,-0.037751082579030155,0.014903456589973718,**
FS-01,10,LL ST-07->FS-01,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,27,0.00782274454832077,-0.012394373305141926,48.04845222072679,44.44444444444444,-0.020217119351486654,0.20142042985012232,
FS-01,10,LL FS-01->ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Leader,18,0.00782274454832077,0.04395638778805733,48.04845222072679,61.111111111111114,0.03613364653629915,0.03939469400881701,**
FS-01,10,LL ST-09->FS-01,ST-09,opportunity,opportunity,risk,risk,Strong Leader,44,0.007999680005013943,0.011719434522092342,48.04928131416838,54.54545454545454,0.003719755332202986,0.8429219793578513,
FS-01,10,LL FS-01->ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Leader,33,0.007999680005013943,-0.00021217751782387495,48.04928131416838,42.42424242424242,-0.008211856605408884,0.5979045004399262,
FS-01,10,LL ST-08->FS-01,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,17,0.009349972009658813,0.02407917194068432,48.55994641661085,52.94117647058824,0.01472919970229079,0.6625437552253559,
FS-01,10,LL FS-01->ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Leader,24,0.009349972009658813,-0.07092801481485367,48.55994641661085,25.0,-0.08027798520886328,0.008254548215818946,***
FS-01,15,Co-occ FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Positive,33,0.004211680497974157,-0.016479596495628357,49.07651715039577,33.33333333333333,-0.0206912774592638,0.15182478593960846,
FS-01,15,Co-occ ST-07,ST-07,opportunity,opportunity,opportunity,opportunity,Strong Positive,18,0.0036555533297359943,0.013579484075307846,48.791639451338995,44.44444444444444,0.009923931211233139,0.8652757061208596,
FS-01,15,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Moderate Positive,18,0.0038896685000509024,-0.006333422381430864,48.92227302416721,33.33333333333333,-0.010223090648651123,0.6976442234755367,
FS-01,15,Co-occ ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Moderate Positive,12,0.0036963780876249075,0.013312489725649357,48.66623292127521,58.333333333333336,0.009616111405193806,0.761660082562049,
FS-01,15,Co-occ ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Positive,15,0.004123941529542208,-0.03233632817864418,48.89178617992177,33.33333333333333,-0.0364602692425251,0.4668923580034856,
FS-01,15,Co-occ ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Moderate Positive,22,0.003822789993137121,0.0001672976213740185,48.722986247544206,50.0,-0.003655492328107357,0.8128435112010333,
FS-01,15,Co-occ ST-10,ST-10,opportunity,opportunity,opportunity,opportunity,Moderate Positive,25,0.004537561908364296,-0.04296649992465973,48.9501312335958,36.0,-0.047504059970378876,0.09928520414126263,*
FS-01,15,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Moderate Positive,20,0.0039540124125778675,-0.01023009978234768,48.6592544146501,55.00000000000001,-0.01418411172926426,0.5007853835792528,
FS-01,15,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Moderate Positive,11,0.0036308167036622763,0.02335331030189991,48.634590377113135,63.63636363636363,0.01972249336540699,0.44308726072136073,
FS-01,15,Co-occ ST-15,ST-15,opportunity,opportunity,risk,risk,Weak Positive,9,0.0037766778841614723,0.0027776481583714485,48.76623376623377,44.44444444444444,-0.0009990297257900238,0.9748819131365454,
FS-01,15,LL FS-03->FS-01,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,16,0.005759333726018667,-0.00914336834102869,49.62610469068661,50.0,-0.014902704301335166,0.4620941382850079,
FS-01,15,LL FS-01->FS-03,FS-03,opportunity,opportunity,opportunity,opportunity,Strong Leader,29,0.005759333726018667,-0.06692337989807129,49.62610469068661,20.689655172413794,-0.07268271369064414,7.985373277996644e-05,***
FS-01,15,LL ST-12->FS-01,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,22,0.0032594245858490467,0.001627414720132947,48.369565217391305,59.09090909090909,-0.002863265901024201,0.8539066155764654,
FS-01,15,LL FS-01->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,38,0.0032594245858490467,0.030315019190311432,48.369565217391305,65.78947368421053,0.02713300495013251,0.09492423786233717,*
FS-01,15,LL ST-14->FS-01,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,69,0.003320707008242607,0.0075589329935610294,48.38709677419355,50.72463768115942,0.0038021957664617022,0.797767840998818,
FS-01,15,LL FS-01->ST-14,ST-14,opportunity,opportunity,opportunity,opportunity,Strong Leader,46,0.003320707008242607,0.011848906055092812,48.38709677419355,58.69565217391305,0.00823917759871247,0.6763391895183664,
FS-01,15,LL ST-13->FS-01,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,26,0.005904829129576683,0.0045082601718604565,49.01023890784983,53.84615384615385,0.0019335594715891465,0.9598587150467668,
FS-01,15,LL FS-01->ST-13,ST-13,opportunity,opportunity,opportunity,opportunity,Strong Leader,37,0.005904829129576683,-0.07947754114866257,49.01023890784983,32.432432432432435,-0.08538868948594637,0.004927263290328554,***
FS-01,15,LL ST-15->FS-01,ST-15,opportunity,opportunity,risk,risk,Strong Leader,16,0.004123356193304062,0.01520256232470274,48.832555036691126,62.5,0.012901602589066436,0.47549796296945757,
